:::DLPAL /mlptrn_60/sqsh_images/dlrm_0423.sqsh 37 1 AS-4126GS-NB3RT-LCC mlptrn AS-4126GS-NB3RT-LCC_1x8x6912
+ echo ':::SYSJSON {"submitter":"Supermicro","division":"closed","status":"Available on-premise","system_name":"AS-4126GS-NB3RT-LCC","number_of_nodes":"1","host_processors_per_node":"2","host_processor_model_name":"AMD EPYC 9575F 64-Core Processor","host_processor_core_count":"56","host_processor_vcpu_count":"","host_processor_frequency":"","host_processor_caches":"","host_processor_interconnect":"","host_memory_capacity":"3.0 TB","host_storage_type":"","host_storage_capacity":"","host_networking":"","host_networking_topology":"","host_memory_configuration":"","accelerators_per_node":"8","accelerator_model_name":"NVIDIA B300 SXM6 PC","accelerator_host_interconnect":"","accelerator_frequency":"","accelerator_on-chip_memories":"","accelerator_memory_configuration":"","accelerator_memory_capacity":"275040 MiB","accelerator_interconnect":"","accelerator_interconnect_topology":"","cooling":"","hw_notes":"","framework":"PyTorch NVIDIA Release 26.03","framework_name":"","other_software_stack":{"cuda_version":"13.2.0.046","cuda_driver_version":"595.45.04","nccl_version":"2.29.7","cublas_version":"13.3.0.5","cudnn_version":"9.20.0.48","trt_version":"10.16.0.72","dali_version":"2.0.0","mofed_version":"5.4-rdmacore59.1","openmpi_version":"4.1.7","kernel_version":"Linux 6.8.0-111-generic","nvidia_kernel_driver":"595.71.05"},"operating_system":"Ubuntu 24.04.4 LTS","sw_notes":""}'
+ srun -N1 -n1 --container-name=dlrm_dcnv2_37 --no-container-mount-home --container-writable bash -c 'echo ":::GITCOMMITID ${GIT_COMMIT_ID} ${LAUNCHER_GIT_COMMIT_ID}"'
:::GITCOMMITID 3b27e107470127245a56c67482b491138ba412c6 
0: :::MLLOG {"namespace": "", "time_ms": 1778479385531, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "/workspace/dlrm/train.py", "lineno": 90}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479385538, "event_type": "POINT_IN_TIME", "key": "submission_benchmark", "value": "dlrm_dcnv2", "metadata": {"file": "/workspace/dlrm/train.py", "lineno": 296}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479385538, "event_type": "POINT_IN_TIME", "key": "submission_org", "value": "Supermicro", "metadata": {"file": "/workspace/dlrm/train.py", "lineno": 296}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479385538, "event_type": "POINT_IN_TIME", "key": "submission_division", "value": "closed", "metadata": {"file": "/workspace/dlrm/train.py", "lineno": 296}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479385538, "event_type": "POINT_IN_TIME", "key": "submission_status", "value": "onprem", "metadata": {"file": "/workspace/dlrm/train.py", "lineno": 296}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479385539, "event_type": "POINT_IN_TIME", "key": "submission_platform", "value": "1xAS-4126GS-NB3RT-LCC", "metadata": {"file": "/workspace/dlrm/train.py", "lineno": 296}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479385539, "event_type": "POINT_IN_TIME", "key": "seed", "value": 26893, "metadata": {"file": "/workspace/dlrm/mlperf_logger/param_info.py", "lineno": 27}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479385539, "event_type": "POINT_IN_TIME", "key": "global_batch_size", "value": 55296, "metadata": {"file": "/workspace/dlrm/mlperf_logger/param_info.py", "lineno": 31}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479385539, "event_type": "POINT_IN_TIME", "key": "opt_name", "value": "adagrad", "metadata": {"file": "/workspace/dlrm/mlperf_logger/param_info.py", "lineno": 35}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479385539, "event_type": "POINT_IN_TIME", "key": "opt_base_learning_rate", "value": 0.004, "metadata": {"file": "/workspace/dlrm/mlperf_logger/param_info.py", "lineno": 39}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479385539, "event_type": "POINT_IN_TIME", "key": "opt_adagrad_learning_rate_decay", "value": 0, "metadata": {"file": "/workspace/dlrm/mlperf_logger/param_info.py", "lineno": 43}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479385539, "event_type": "POINT_IN_TIME", "key": "opt_weight_decay", "value": 0, "metadata": {"file": "/workspace/dlrm/mlperf_logger/param_info.py", "lineno": 47}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479385539, "event_type": "POINT_IN_TIME", "key": "opt_adagrad_initial_accumulator_value", "value": 0.0, "metadata": {"file": "/workspace/dlrm/mlperf_logger/param_info.py", "lineno": 51}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479385539, "event_type": "POINT_IN_TIME", "key": "opt_adagrad_epsilon", "value": 1e-08, "metadata": {"file": "/workspace/dlrm/mlperf_logger/param_info.py", "lineno": 55}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479385539, "event_type": "POINT_IN_TIME", "key": "opt_learning_rate_warmup_steps", "value": 0, "metadata": {"file": "/workspace/dlrm/mlperf_logger/param_info.py", "lineno": 59}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479385539, "event_type": "POINT_IN_TIME", "key": "opt_learning_rate_decay_start_step", "value": 0, "metadata": {"file": "/workspace/dlrm/mlperf_logger/param_info.py", "lineno": 63}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479385539, "event_type": "POINT_IN_TIME", "key": "opt_learning_rate_decay_steps", "value": 0, "metadata": {"file": "/workspace/dlrm/mlperf_logger/param_info.py", "lineno": 67}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479385539, "event_type": "POINT_IN_TIME", "key": "gradient_accumulation_steps", "value": 1, "metadata": {"file": "/workspace/dlrm/mlperf_logger/param_info.py", "lineno": 71}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479417811, "event_type": "POINT_IN_TIME", "key": "train_samples", "value": 4195197692, "metadata": {"file": "/workspace/dlrm/train.py", "lineno": 474, "epoch_num": 0.0}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479417812, "event_type": "POINT_IN_TIME", "key": "eval_samples", "value": 89137319, "metadata": {"file": "/workspace/dlrm/train.py", "lineno": 479, "epoch_num": 0.0}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479417812, "event_type": "POINT_IN_TIME", "key": "target_accuracy", "value": 0.80275, "metadata": {"file": "/workspace/dlrm/train.py", "lineno": 484}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479417813, "event_type": "INTERVAL_END", "key": "init_stop", "value": null, "metadata": {"file": "/workspace/dlrm/mlperf_logger/callbacks.py", "lineno": 51}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479417813, "event_type": "INTERVAL_START", "key": "run_start", "value": null, "metadata": {"file": "/workspace/dlrm/mlperf_logger/callbacks.py", "lineno": 51}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479417813, "event_type": "INTERVAL_START", "key": "block_start", "value": null, "metadata": {"file": "/workspace/dlrm/mlperf_logger/callbacks.py", "lineno": 52, "samples_count": 209762611, "step": 0}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479469395, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.7989696860313416, "metadata": {"file": "/workspace/dlrm/mlperf_logger/callbacks.py", "lineno": 100, "epoch_num": 0.2999512317283739, "step": 22757}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479469395, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "/workspace/dlrm/mlperf_logger/callbacks.py", "lineno": 105, "epoch_num": 0.2999512317283739, "step": 22757}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479469395, "event_type": "INTERVAL_START", "key": "block_start", "value": null, "metadata": {"file": "/workspace/dlrm/mlperf_logger/callbacks.py", "lineno": 115, "samples_count": 209762611, "step": 22757}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479477021, "event_type": "INTERVAL_END", "key": "block_stop", "value": null, "metadata": {"file": "/workspace/dlrm/mlperf_logger/callbacks.py", "lineno": 85, "samples_count": 209762611, "step": 26550}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479477021, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "/workspace/dlrm/mlperf_logger/callbacks.py", "lineno": 89, "epoch_num": 0.34994530045209504, "step": 26550}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479477964, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.7997711896896362, "metadata": {"file": "/workspace/dlrm/mlperf_logger/callbacks.py", "lineno": 100, "epoch_num": 0.34994530045209504, "step": 26550}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479477964, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "/workspace/dlrm/mlperf_logger/callbacks.py", "lineno": 105, "epoch_num": 0.34994530045209504, "step": 26550}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479477964, "event_type": "INTERVAL_START", "key": "block_start", "value": null, "metadata": {"file": "/workspace/dlrm/mlperf_logger/callbacks.py", "lineno": 115, "samples_count": 209762611, "step": 26550}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479485590, "event_type": "INTERVAL_END", "key": "block_stop", "value": null, "metadata": {"file": "/workspace/dlrm/mlperf_logger/callbacks.py", "lineno": 85, "samples_count": 209762611, "step": 30343}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479485590, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "/workspace/dlrm/mlperf_logger/callbacks.py", "lineno": 89, "epoch_num": 0.3999393691758162, "step": 30343}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479486533, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.800315260887146, "metadata": {"file": "/workspace/dlrm/mlperf_logger/callbacks.py", "lineno": 100, "epoch_num": 0.3999393691758162, "step": 30343}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479486533, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "/workspace/dlrm/mlperf_logger/callbacks.py", "lineno": 105, "epoch_num": 0.3999393691758162, "step": 30343}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479486533, "event_type": "INTERVAL_START", "key": "block_start", "value": null, "metadata": {"file": "/workspace/dlrm/mlperf_logger/callbacks.py", "lineno": 115, "samples_count": 209762611, "step": 30343}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479494158, "event_type": "INTERVAL_END", "key": "block_stop", "value": null, "metadata": {"file": "/workspace/dlrm/mlperf_logger/callbacks.py", "lineno": 85, "samples_count": 209762611, "step": 34136}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479494159, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "/workspace/dlrm/mlperf_logger/callbacks.py", "lineno": 89, "epoch_num": 0.4499334378995374, "step": 34136}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479495102, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.8008599281311035, "metadata": {"file": "/workspace/dlrm/mlperf_logger/callbacks.py", "lineno": 100, "epoch_num": 0.4499334378995374, "step": 34136}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479495102, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "/workspace/dlrm/mlperf_logger/callbacks.py", "lineno": 105, "epoch_num": 0.4499334378995374, "step": 34136}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479495102, "event_type": "INTERVAL_START", "key": "block_start", "value": null, "metadata": {"file": "/workspace/dlrm/mlperf_logger/callbacks.py", "lineno": 115, "samples_count": 209762611, "step": 34136}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479502728, "event_type": "INTERVAL_END", "key": "block_stop", "value": null, "metadata": {"file": "/workspace/dlrm/mlperf_logger/callbacks.py", "lineno": 85, "samples_count": 209762611, "step": 37929}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479502728, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "/workspace/dlrm/mlperf_logger/callbacks.py", "lineno": 89, "epoch_num": 0.4999275066232585, "step": 37929}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479503671, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.8011542558670044, "metadata": {"file": "/workspace/dlrm/mlperf_logger/callbacks.py", "lineno": 100, "epoch_num": 0.4999275066232585, "step": 37929}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479503671, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "/workspace/dlrm/mlperf_logger/callbacks.py", "lineno": 105, "epoch_num": 0.4999275066232585, "step": 37929}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479503671, "event_type": "INTERVAL_START", "key": "block_start", "value": null, "metadata": {"file": "/workspace/dlrm/mlperf_logger/callbacks.py", "lineno": 115, "samples_count": 209762611, "step": 37929}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479511295, "event_type": "INTERVAL_END", "key": "block_stop", "value": null, "metadata": {"file": "/workspace/dlrm/mlperf_logger/callbacks.py", "lineno": 85, "samples_count": 209762611, "step": 41722}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479511295, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "/workspace/dlrm/mlperf_logger/callbacks.py", "lineno": 89, "epoch_num": 0.5499215753469796, "step": 41722}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479512238, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.8015866279602051, "metadata": {"file": "/workspace/dlrm/mlperf_logger/callbacks.py", "lineno": 100, "epoch_num": 0.5499215753469796, "step": 41722}}
0: :::MLLOG {"namespace": "", "time_ms": 1778479512238, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "/workspace/dlrm/mlperf_logger/callbacks.py", "lineno": 105, "epoch_num": 0.5499215753469796, "step": 41722}}
